job_id,umap_x,umap_y,salary,experience_level,work_type,state,region,engagement_rate,remote,title
3885810875,-7.7236075,10.917933,93587.5,Mid-Senior level,Full-time,MO,Midwest,,0,Field Supervision Director - Annuity
3904075143,3.6778324,7.937532,155000.0,Mid-Senior level,Full-time,NJ,Northeast,,0,Tax Manager
3887704053,7.279905,-16.139887,48880.0,Associate,Contract,NJ,Northeast,5.88235294117647,0,Accounts Payable Clerk
3884917608,1.1753364,1.2703384,62500.0,Entry level,Full-time,NY,Northeast,,0,Accounts Receivable Specialist - Law Firm
3887904966,6.2028556,5.6150603,175000.0,Mid-Senior level,Full-time,OH,Midwest,,0,Tax Manager
3895801650,0.79609036,21.111168,288700.0,Executive,Full-time,CA,West,,0,Vice President of ASIC Engineering
3905380181,18.320135,0.12924373,140400.0,Mid-Senior level,Part-time,CA,West,,0,Advanced Provider - Emergency Medicine - Clovis Community Medical Center
3906259575,6.7087893,23.47675,93887.5,Entry level,Other,VA,Southeast,,0,EPM Financial Analyst I
3891242899,6.4756746,-17.162176,39520.0,Entry level,Contract,TX,Southwest,,0,Bilingual File Clerk
3902862926,-3.1848772,7.6784253,93763.5,Mid-Senior level,Full-time,CO,West,,0,Operations Supervisor
3889447435,4.959726,10.874043,78000.0,Mid-Senior level,Full-time,GA,Southeast,,0,Fine Dining Assistant General Manager
3887913862,10.980363,-14.098628,201215.0,Mid-Senior level,Full-time,NC,Southeast,,1,Experienced Life and Annuity Actuary - Remote
3902847516,21.092619,0.063193485,65000.0,Associate,Full-time,IL,Midwest,,0,Payroll Associate
3889441024,4.5779576,-1.228109,35724.0,Entry level,Part-time,CA,West,,0,Retail Sales – Part Time
3894556556,-1.7430562,-11.109261,62500.0,Mid-Senior level,Full-time,TX,Southwest,,0,Assistant Territory Manager
3898161458,13.020457,-7.2300363,110000.0,Mid-Senior level,Full-time,CA,West,21.428571428571427,0,Security Engineer
3889758230,14.4392605,-5.872316,43721.6,Associate,Full-time,PA,Northeast,5.88235294117647,0,Environment Specialist
3885858445,8.445664,1.8518027,47840.0,Entry level,Full-time,FL,Southeast,,0,Benefits Coordinator
3884819258,0.69976634,-5.4861035,57500.0,Entry level,Full-time,CA,West,,0,"Maintenance Technician - San Jose, CA"
3903823610,3.925746,8.519997,85000.0,Mid-Senior level,Full-time,NJ,Northeast,,0,Brand Marketing Manager
3905327914,15.558507,-6.025031,39520.0,Associate,Full-time,CO,West,,0,Assistant Store Manager
3904365740,4.865509,11.195697,100000.0,Mid-Senior level,Full-time,FL,Southeast,,0,Operations Manager
3901963331,9.321889,-8.257892,93500.0,Mid-Senior level,Full-time,FL,Southeast,,0,"Tax Senior, Core Tax Services"
3904058977,-2.774838,7.425063,69680.0,Mid-Senior level,Full-time,NV,West,,0,Buyer
3904063306,23.078602,4.506322,475000.0,Mid-Senior level,Part-time,CT,Northeast,,0,Physician Anesthesiology
3904985969,1.9753611,-4.7834764,49920.0,Entry level,Full-time,WA,West,,0,"Associate Patient Call Representative, Part Time - OPA MSO"
3887573211,12.870033,2.849973,145000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Sr Heavy Civil Construction Estimator
3888993383,-13.497162,4.5819135,119600.0,Mid-Senior level,Contract,CA,West,,0,Marketing Science Lead - Onsite
3887491939,1.4830418,-1.8536206,38480.0,Entry level,Full-time,NY,Northeast,,0,Inventory Specialist
3904386585,-15.089002,13.45877,105250.0,Entry level,Full-time,MD,Northeast,9.67741935483871,1,API Developer
3887103333,22.951906,10.303327,78000.0,Mid-Senior level,Contract,FL,Southeast,54.44444444444444,1,Data Analyst
3905849621,6.7129517,23.480757,28496.0,Entry level,Other,IL,Midwest,,0,09889 Inside Sales
3904949146,-14.998854,13.418992,135200.0,Mid-Senior level,Full-time,CO,West,,0,Software Developer III
3899524682,9.619507,-9.473677,110000.0,Mid-Senior level,Full-time,NY,Northeast,29.629629629629626,0,Audit Associate / Senior / Manager
3887913595,14.921012,-13.210644,100067.715,Entry level,Full-time,TX,Southwest,,0,Copy of Construction Engineer Ill
3904361922,-1.4955676,9.670504,48880.0,Entry level,Full-time,CA,West,,0,"Sales Associate / Jewelry Consultant - Kay Jewelers Outlet - San Francisco Premium Outlets - Livermore, CA"
3904369846,0.7812167,-4.8142447,50533.600000000006,Entry level,Full-time,WA,West,,0,Patient Service Technician
3900080075,12.840849,-17.653955,97760.0,Mid-Senior level,Full-time,TX,Southwest,24.776119402985074,0,Supply Chain Analyst
3894622576,-4.104919,-11.406558,86000.0,Mid-Senior level,Full-time,WA,West,,0,Senior Account Executive
3906088824,14.711867,-4.7255363,57500.0,Associate,Full-time,NJ,Northeast,,0,Product Support Specialist (Help Desk)
3902843660,0.44929266,13.122037,46000.0,Entry level,Full-time,TX,Southwest,,0,Help Desk Technician
3901160455,-8.3021965,14.8062725,129500.0,Director,Full-time,VA,Southeast,,0,PWROG Analysis Committee Program Director
3901949275,-5.6081314,-0.6690213,125840.0,Entry level,Full-time,IN,Midwest,,0,Pharmacist
3886463725,9.790062,7.630635,60892.0,Mid-Senior level,Full-time,IN,Midwest,,0,Production Team Member - 4 Year Grow-In!
3903476433,12.98785,-7.955342,103500.0,Mid-Senior level,Full-time,MD,Northeast,,0,Electrical Engineer
3891078191,17.365738,-23.265179,64500.0,Mid-Senior level,Temporary,NY,Northeast,,0,People Experience Expert Level II
3884839978,6.235681,-23.265274,35360.0,Internship,Full-time,IL,Midwest,,0,Upper Midwest Contracting Intern
3904386844,14.259296,-7.7971315,47000.0,Entry level,Full-time,NY,Northeast,22.22222222222222,0,"Associate, Integrated Media Planning"
3902792133,12.909322,-6.42839,148803.19999999998,Entry level,Full-time,WA,West,,0,"Electrical Power Systems Engineer, Transmission Engineering"
3887906652,8.6928425,-8.473045,77500.0,Mid-Senior level,Full-time,OH,Midwest,,0,Senior Staff Accountant
3903875371,9.855594,7.300088,45000.0,Mid-Senior level,Full-time,WI,Midwest,,0,Research Specialist
3901680724,-6.330926,-0.23623268,57000.0,Entry level,Full-time,IN,Midwest,,0,Registered Nurse - Nurse Family Partnership (Harrison/Floyd/Clark Counties)
3904949791,12.099656,-14.494109,100000.0,Entry level,Full-time,GA,Southeast,,0,Wastewater Civil Engineer
3904366037,-6.360149,10.534196,75755.0,Mid-Senior level,Full-time,CA,West,5.263157894736842,0,Asst Mgr - Inflight
3894574843,14.100898,-11.454077,90000.0,Mid-Senior level,Full-time,TX,Southwest,,0,Senior Accountant
3885101069,-5.404779,1.081456,20800.0,Entry level,Full-time,WI,Midwest,,0,"Travel Nurse RN - PCU - $2,272 per week in Madison, WI"
3901375026,-6.5679083,10.65654,85000.0,Mid-Senior level,Full-time,CA,West,21.428571428571427,0,Health and Safety Officer Posting - NorCal Branch
3905318127,17.384567,-23.283974,104000.0,Entry level,Temporary,MA,Northeast,,0,IP Litigation Paralegal (Temp - Hybrid) 
3904959924,1.1702113,1.2548124,62400.0,Entry level,Full-time,NY,Northeast,,0,LPN - Nurse Residency Program
3895807904,-13.3496895,4.9746146,164062.5,Mid-Senior level,Full-time,MN,Midwest,,0,"Field Director, Therapeutic Education Leadership - West, Rare Blood Disorders (WA, OR, WY, UT, NV, CA, AZ, ND, SD, MN, CO, MO, OH, TN, KY, WI, MI)"
3902878449,7.25489,-14.801877,150800.0,Mid-Senior level,Contract,WA,West,,0,Finance Manager
3902864998,7.777254,13.120986,38667.2,Mid-Senior level,Full-time,UT,West,,0,Retail Assistant Store Manager (Full Time) - Orem
3904942609,-13.896859,4.603114,119500.0,Mid-Senior level,Full-time,NC,Southeast,,1,"Lead Probabilistic Risk and Reliability Engineer (Remote Eligible, U.S.)"
3895488769,9.43442,-2.6928465,126880.0,Mid-Senior level,Full-time,GA,Southeast,,0,Agency - Registered Nurse - Perinatal
3884834369,-4.6444626,-4.382004,69680.0,Entry level,Full-time,WA,West,,0,LPN Dispensing Nurse - Corrections
3903874105,6.3641176,8.3269825,73486.035,Entry level,Full-time,GA,Southeast,,0,"Public Works Manager, Sr. (SWS)"
3895827910,-4.9504175,0.74501956,38480.0,Entry level,Full-time,WI,Midwest,,0,Veterinary Assistant
3905332967,0.22842188,12.525367,30160.0,Entry level,Full-time,AZ,Southwest,,0,Customer Service Associate
3901954512,8.275115,-5.9225082,155000.0,Director,Full-time,GA,Southeast,,0,Concrete Project Executive
3898160182,0.7890073,2.762178,110000.0,Entry level,Full-time,NY,Northeast,,0,Psychologist
3894212351,22.415777,10.147677,100000.0,Entry level,Full-time,FL,Southeast,,0,SQL Server Database Engineer
3887102725,13.358677,-11.905861,40040.0,Entry level,Full-time,TX,Southwest,18.181818181818183,0,Customer Service Representative
3904710106,6.076946,5.321224,110000.0,Mid-Senior level,Full-time,IL,Midwest,,0,"Safety Manager - NRE Solar (Palatine, IL)"
3902352099,9.030423,-14.72352,150800.0,Mid-Senior level,Contract,MA,Northeast,,0,Principle Quality Engineer 
3902359200,22.629381,10.065361,37440.0,Entry level,Contract,VA,Southeast,,0,Data Entry Clerk
3884835231,10.925099,-14.167668,77500.0,Mid-Senior level,Full-time,NC,Southeast,16.666666666666664,1,Remote Utilization Management Nurse
3903894181,0.81166416,21.127209,180000.0,Executive,Full-time,WI,Midwest,,0,VP of Information Systems
3905850202,14.920126,-13.209843,80000.0,Entry level,Full-time,TX,Southwest,,0,Electrical Design Engineer
3905625061,10.084309,-2.4548337,70772.0,Mid-Senior level,Full-time,AL,Southeast,,0,Travel RN - Med Surg
3901958724,12.80072,3.6678276,94411.0,Mid-Senior level,Full-time,MD,Northeast,,0,City Planner II- Department of Planning
3903427672,0.90663654,21.221336,110000.0,Executive,Full-time,CA,West,,0,"VP, Business Development Officer"
3906252937,10.169973,-10.465288,109000.0,Mid-Senior level,Full-time,OH,Midwest,,0,Senior OT Systems Engineer
3904711201,22.867472,10.216708,90650.0,Entry level,Full-time,CT,Northeast,,0,"Data Analyst, Marketing"
3884989864,12.490672,-6.969396,191800.0,Mid-Senior level,Full-time,WA,West,,0,"Amazon Sr. Security Engineer, Client Device Security"
3903893000,11.345167,-14.588695,62500.0,Entry level,Full-time,DC,Northeast,,1,Contracts Receivable Specialist – 4 Days Remote
3905848820,6.7204013,23.487963,29390.4,Entry level,Other,NJ,Northeast,,0,03225 Inside Sales
3904724252,8.071514,-5.9985538,190000.0,Director,Full-time,NY,Northeast,,0,"Principal Account Executive, Automotive"
3905364770,17.408134,-23.3075,42640.0,Mid-Senior level,Temporary,NY,Northeast,,0,Store Manager - Spirit
3901948464,7.2108145,-12.737015,67500.0,Entry level,Full-time,NY,Northeast,,0,Financial Analyst
3905376178,12.20264,-17.988153,87500.0,Mid-Senior level,Full-time,CO,West,,0,Financial Reporting Analyst
3906261025,-6.7510023,-8.181399,37440.0,Entry level,Full-time,IN,Midwest,,0,Assembler
3905339097,21.01943,0.36867106,142500.0,Associate,Full-time,MN,Midwest,,0,"Manager, Business Human Resources"
3905204747,-8.641747,-4.548412,42764.8,Entry level,Full-time,MT,West,,0,Sterile Processing Tech
3895529220,-7.492749,14.046714,80000.0,Director,Full-time,NY,Northeast,,0,Supportive Housing Clinical Director
3905295912,1.9698917,-4.8154755,50292.0,Entry level,Full-time,CA,West,,0,PROGRAM TECHNICIAN II JC-427804
3905262480,8.329435,-13.595018,107120.0,Mid-Senior level,Contract,GA,Southeast,,0,Mammography Technologist
3898167076,0.56092036,20.876184,350000.0,Executive,Full-time,NE,Midwest,8.860759493670885,0,Chief Financial Officer
3901991913,12.22212,-18.00568,76788.0,Mid-Senior level,Full-time,CA,West,,0,Budget Analyst
3891271618,15.356622,9.625395,220000.0,Director,Full-time,CA,West,,0,"Tax Director, Real Estate"
3902937754,22.950768,10.279687,61150.0,Mid-Senior level,Part-time,MD,Northeast,22.0,0,Research Data Analyst
3894662752,6.257347,-14.322834,51376.0,Mid-Senior level,Contract,CA,West,,0,Family Partner $24.70/hr
3898163695,14.247154,-8.9190035,59000.0,Mid-Senior level,Full-time,ME,Northeast,5.88235294117647,0,Office Manager
3906259619,0.4229976,-9.7643385,70000.0,Associate,Full-time,NY,Northeast,,0,Human Resources Generalist (NY+TX)
3901672470,12.686519,2.850179,175000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Executive Assistant to President - Asset Management
3888975628,8.47012,-6.3976703,55000.0,Director,Full-time,WA,West,,0,Mitigation Crew Chief
3906224869,15.555733,-6.0214825,56600.0,Associate,Full-time,CA,West,,0,Account Manager-Retail SMB
3905319003,8.991558,13.9566965,141000.0,Mid-Senior level,Full-time,CA,West,,0,"Partner Manager, Emerging Sales - Los Angeles (Manager, Emerging Sales - WM Connect)"
3903829678,12.205248,-7.677798,162500.0,Mid-Senior level,Full-time,VA,Southeast,,0,RMF Engineer
3902872740,12.443629,-6.912543,118550.0,Mid-Senior level,Full-time,CA,West,,0,"Mechanical Engineer, Fuel Cell Project Division"
3902842986,-5.4317875,-0.98080385,72800.0,Entry level,Full-time,OH,Midwest,,0,LPN Licensed Practical Nurse
3885860038,4.0746117,-1.0698955,33280.0,Entry level,Part-time,CA,West,,0,Retail Sales Associate
3902860401,8.846731,14.192874,141694.0,Mid-Senior level,Full-time,CA,West,,0,Project Manager Global Training Services
3898165068,14.346318,-7.7647634,55000.0,Entry level,Full-time,PA,Northeast,10.204081632653061,0,Healthcare Account Executive
3900075033,10.954198,-14.36142,137500.0,Mid-Senior level,Full-time,FL,Southeast,14.545454545454545,1,Syteline Development Manager
3886824700,21.029554,0.048040453,55000.0,Associate,Full-time,MN,Midwest,,0,Finance Administrator
3905271958,10.288165,7.9677777,75000.0,Mid-Senior level,Full-time,IL,Midwest,,0,Digital Marketing Specialist
3901683864,13.457597,13.734216,80000.0,Associate,Full-time,VA,Southeast,13.20754716981132,0,Account Manager
3902359439,6.6517706,-16.968979,104000.0,Associate,Contract,TX,Southwest,,0,Technical Trainer
3901941552,12.654438,2.8058927,160305.5,Mid-Senior level,Full-time,DC,Northeast,,0,Policy Advisor
3898163583,-5.6335435,-0.67899215,109200.0,Entry level,Full-time,KS,Midwest,,0,Registered Dental Hygienist
3900069606,9.742047,-15.198378,24960.0,Associate,Contract,NE,Midwest,6.666666666666667,0,Process Associate - Mailroom Specialist 
3901948161,-4.073218,8.074292,225000.0,Mid-Senior level,Full-time,CA,West,,0,Civil Litigation Attorney
3901944025,-4.1060276,-0.22744267,53150.0,Entry level,Full-time,WI,Midwest,,0,Mailroom Clerk - Onsite WI
3905867719,0.9234881,3.7684166,57513.0,Entry level,Full-time,NY,Northeast,,0,Program Aide - 59861
3899533351,18.339804,0.060179323,120640.0,Mid-Senior level,Part-time,CA,West,3.0303030303030303,0,"Manager, Physician Training "
3903883057,-8.345409,-6.4897165,43680.0,Entry level,Full-time,CA,West,,0,Behavior Technician - ST
3902353485,13.293628,-17.492926,60000.0,Mid-Senior level,Full-time,CT,Northeast,,0,Billing Analyst
3902945534,14.268085,-6.603063,47840.0,Associate,Part-time,CA,West,0.9101251422070534,0,"Coordinator, Print & Editorial Content"
3901937611,6.875463,0.7963874,50000.0,Entry level,Full-time,FL,Southeast,,0,Entry-Level Direct Marketing and Communications Events Coordinator
3888960720,-3.227367,15.255523,32240.0,Entry level,Part-time,NY,Northeast,,0,"Sales Associate / Key Sales / Seasonal Opportunties - Banter by Piercing Pagoda - Walden Galleria - Store 488 - Cheektowaga, NY"
3895546170,9.799389,7.252785,41600.0,Mid-Senior level,Full-time,MI,Midwest,,0,Banker Connect Representative
3903429245,14.040245,-8.380654,135200.0,Mid-Senior level,Full-time,NY,Northeast,35.294117647058826,0,Ecommerce Customer Service & Call Center Manager
3904729300,25.726822,-14.25295,34320.0,Mid-Senior level,Part-time,AZ,Southwest,,0,Lead Sales Associate
3901944299,-7.1381683,-5.1642723,50960.0,Entry level,Full-time,WA,West,,0,Custodian
3905293997,13.911858,-13.148646,42500.0,Associate,Full-time,TX,Southwest,,0,Prescription Associate Program Advocate
3901671548,17.317913,-23.217573,24960.0,Entry level,Temporary,NV,West,,0,Sales Associate
3902745049,9.241762,-15.038091,132080.0,Associate,Contract,CA,West,8.695652173913043,0,Field System Engineer
3900081606,-3.2643576,3.0981967,72500.0,Entry level,Full-time,CA,West,5.263157894736842,0,Staff Accountant
3888940785,-2.9424007,6.5004454,67450.0,Mid-Senior level,Full-time,CO,West,,0,Clinic Supervisor
3884827802,17.724556,-10.71905,46800.0,Entry level,Contract,MN,Midwest,,0,Payroll Coordinator
3903846108,6.588022,2.1329544,61360.0,Entry level,Full-time,AR,Southeast,,0,Auto Technicians - McLarty Nissan of North Little Rock
3887489646,15.680973,3.8474996,60320.0,Entry level,Full-time,MD,Northeast,,0,CDL A Local Delivery Truck Driver
3903452033,0.43905845,0.5625724,41600.0,Entry level,Full-time,NY,Northeast,,0,Mixing Operator I - 2nd Shift
3901985268,5.421939,5.397599,60000.0,Mid-Senior level,Full-time,IL,Midwest,,0,Account Manager Retail
3895598937,6.852441,0.83788043,50481.6,Entry level,Full-time,GA,Southeast,,0,Maintenance
3903818132,0.5747334,-7.1743073,150000.0,Entry level,Full-time,OR,West,,0,Sales Representative
3895526582,14.692628,-4.732577,63000.0,Associate,Full-time,NJ,Northeast,,0,Middle School ELA Teacher
3901393229,11.073616,-14.390369,93059.2,Associate,Full-time,CA,West,12.5,1,Accountant II-Financial Reporting 
3904925251,5.1384916,10.513878,29120.0,Mid-Senior level,Full-time,KY,Southeast,,0,AN-Assistant Manager-A00027
3905246822,12.523813,-18.354368,126500.0,Mid-Senior level,Full-time,NY,Northeast,,0,Senior Internal Control Analyst
3886451455,-3.361118,3.1547,33280.0,Entry level,Full-time,CO,West,14.285714285714285,0,Floor Tech
3900081349,6.160802,5.8109508,100000.0,Mid-Senior level,Full-time,WI,Midwest,15.384615384615385,0,Bilingual HR Manager
3901172447,-5.704992,1.2150983,30160.0,Entry level,Full-time,MO,Midwest,,0,"Restaurant Crewmember - Cook, Cashier, and Customer Service - Part Time"
3888407217,15.424467,9.708867,160000.0,Director,Full-time,CA,West,,0,HR Director
3904096276,12.914509,-10.808204,312500.0,Mid-Senior level,Full-time,NM,Southwest,,0,Associate Plastic Surgeon
3902866748,-2.61365,3.2594118,149665.345,Entry level,Full-time,CA,West,,0,Product Manager (Atmospheric Systems / Advanced Packaging)
3902736385,17.760426,-10.789768,83200.0,Entry level,Contract,OH,Midwest,,0,Project Manager (Hybrid)
3884831792,-8.297865,14.868186,62500.0,Director,Full-time,FL,Southeast,,0,Diet Tech Registered *Food Services Director Position*
3902864893,-3.0326433,-5.180234,83200.0,Associate,Full-time,CO,West,,0,Electromechanical Technician
3894208830,-8.345744,-6.490232,43680.0,Entry level,Full-time,OR,West,,0,Treatment Coordinator
3886896320,12.440717,-17.085403,119600.0,Mid-Senior level,Contract,MA,Northeast,3.4482758620689653,0,Mac support analyst- hybrid
3901180033,14.348261,-7.7631435,50000.0,Entry level,Full-time,DC,Northeast,11.11111111111111,0,Bilingual Research Assistant – Mandarin Chinese Fluency
3905296526,5.2250915,5.2601295,44720.0,Mid-Senior level,Full-time,MO,Midwest,,0,Store Manager-In Training
3887988923,21.753595,5.675601,25740.0,Entry level,Part-time,MN,Midwest,,0,Selling Associate - Apache Mall
3904708193,3.7529829,-1.3353063,37440.0,Entry level,Part-time,CA,West,,0,School Behavior Technician
3891072477,8.320219,-14.423521,119600.0,Mid-Senior level,Contract,NC,Southeast,,0,Senior Information Technology Project Manager
3889476960,11.858746,-14.495469,108299.86,Entry level,Full-time,GA,Southeast,,1,Cloud Computing systems Engineer
3903877547,-4.1518774,6.86087,130000.0,Mid-Senior level,Full-time,CA,West,,0,PRN Radiation Therapist
3898167158,13.134099,-7.8287783,120000.0,Mid-Senior level,Full-time,MD,Northeast,5.88235294117647,0,Facilities Engineer
3894926107,0.13675976,3.5988564,45500.0,Entry level,Full-time,MA,Northeast,,0,Accounts Payable Clerk
3888409562,11.218407,-14.818849,165000.0,Mid-Senior level,Full-time,CA,West,,1,Tax Manager - C-Corp specialist
3902747524,8.1644125,-6.0567865,175000.0,Director,Full-time,RI,Northeast,8.98876404494382,0,General Manager
3900072348,5.61348,5.493557,71500.0,Mid-Senior level,Full-time,IN,Midwest,,0,Operations Manager
3904985767,13.661631,-11.242007,75000.0,Entry level,Full-time,TX,Southwest,21.052631578947366,0,Systems Engineer
3904936533,7.1926303,-4.373786,42640.0,Entry level,Full-time,OR,West,,0,Route Service Driver
3899535649,-6.3262057,-0.24491024,61500.0,Entry level,Full-time,IL,Midwest,,0,Maintenance Technician
3891261964,7.1821012,-0.2596312,38480.0,Entry level,Full-time,FL,Southeast,,0,Heavy Assembler
3894205067,7.332712,-0.07801892,36400.0,Entry level,Full-time,FL,Southeast,,0,Full-time Nabisco Merchandiser/Order Writer
3895803986,15.312672,9.581661,336125.0,Director,Full-time,CA,West,,0,Director of Business Operations
3903811108,-10.893106,-12.20255,185000.0,Entry level,Full-time,OH,Midwest,,1,Data Scientist II
3889498948,13.946266,-13.124905,65000.0,Associate,Full-time,TX,Southwest,,0,CAD Technician
3900076186,3.377567,8.357534,125000.0,Mid-Senior level,Full-time,PA,Northeast,,0,Structural Department Manager
3887909397,0.4862771,-3.8635921,36608.0,Entry level,Full-time,CA,West,,0,Bartender
3901939643,12.757255,3.2793736,117568.0,Mid-Senior level,Full-time,NY,Northeast,,0,"Registered Nurse, Home Care - Brooklyn, NY - R010584"
3884439718,-15.063075,13.427637,99184.5,Entry level,Full-time,OH,Midwest,,0,Application Developer Supervisor - HYBRID
3894857627,-13.305425,4.29331,51126.399999999994,Mid-Senior level,Full-time,CA,West,,0,Aerie - Merchandising Team Leader (Assistant Manager) - US
3901949352,0.16762853,13.356171,65000.0,Entry level,Full-time,TX,Southwest,,0,Maintenance Project Coordinator 
3888820770,8.688989,-15.880498,68640.0,Mid-Senior level,Contract,PA,Northeast,,0,Service Technician
3904967610,18.334265,-0.4213904,41600.0,Mid-Senior level,Part-time,CO,West,,0,Sales Consultant - Part Time
3903812926,0.57886654,-7.1595197,150000.0,Entry level,Full-time,NV,West,,0,Sales Representative
3906247438,6.195565,5.601726,160550.0,Mid-Senior level,Full-time,IL,Midwest,,0,Manager FIN (Finish It Now) Maintenance
3900078455,13.326406,-11.946041,67500.0,Entry level,Full-time,TX,Southwest,7.6923076923076925,0,Sales Development Representative - Houston
3891086841,3.7378616,8.404494,101237.5,Mid-Senior level,Full-time,NY,Northeast,,0,Clinical Outreach Relationship Manager
3903896419,-2.0809455,6.743192,24588.0,Mid-Senior level,Full-time,CA,West,,0,MRI Travel MRI Technologist - Job Id: JO03721397
3902304084,8.691202,-8.469396,85500.0,Mid-Senior level,Full-time,MN,Midwest,,0,"Senior Technologist - Exploratory and Innovation,"
3900974975,12.404609,-17.02675,84240.0,Mid-Senior level,Contract,MN,Midwest,,0,Business System Analyst 
3886463344,-7.730511,10.913681,154960.0,Mid-Senior level,Contract,CA,West,,0,Interim Deputy Director
3895869163,15.351965,9.623814,226500.0,Director,Full-time,CA,West,,0,"Director, HR Business Partner"
3885843705,9.413037,-9.097234,176384.0,Mid-Senior level,Full-time,CA,West,14.285714285714285,0,"Senior Manager, Technical Support Services - IS Infrastructure - Full Time 8 Hour Days (Exempt) (Non-Union)"
3894616548,0.46547216,-4.403744,41600.0,Entry level,Full-time,WA,West,,0,Personal Account Representative - Float - Hadlock Branch
3901936740,-7.710157,10.93409,132000.0,Mid-Senior level,Full-time,CA,West,,0,"Associate Creative Director, Copywriter"
3901994290,0.82349926,21.13914,350000.0,Executive,Full-time,CA,West,,0,"Vice President, Safety"
3890899976,21.120777,0.14234453,75000.0,Associate,Full-time,IL,Midwest,,0,Audit Associate
3900948239,1.8238945,-10.409805,85500.0,Mid-Senior level,Full-time,WA,West,20.0,0,Associate Brand Manager
3904953518,8.521768,-8.429313,155000.0,Mid-Senior level,Full-time,IL,Midwest,,0,"Senior Estate Planning Attorney (5+ years) - Chicago, IL"
3902735826,13.912091,-7.9072948,47840.0,Mid-Senior level,Full-time,NY,Northeast,28.37837837837838,0,CLIENT ADVISOR - NEW YORK CITY
3901941541,12.597079,-6.2294655,56850.0,Entry level,Full-time,UT,West,,0,Associate Field Engineer NI Academy
3894894163,-7.50768,6.926147,117520.0,Associate,Contract,MA,Northeast,,0,Registered Nurse
3902843957,11.189079,-14.772785,97500.0,Mid-Senior level,Full-time,CA,West,,1,"Manager - Business Development - Sales (Located Virtual in CA - Sacramento, North Bay & Vacaville)"
3906254256,9.202362,-9.893687,181500.0,Mid-Senior level,Full-time,NY,Northeast,,0,"Senior Manager, Sales Learning Design and Development"
3898158449,12.359322,-7.5975523,79040.0,Mid-Senior level,Full-time,GA,Southeast,,0,Technical Sales Support Engineer
3884431822,11.179982,-14.779979,75000.0,Mid-Senior level,Full-time,OR,West,,1,Commercial Lines Account Manager - Workers' Compensation
3902912669,15.419774,-1.5687282,45572.8,Entry level,Full-time,IL,Midwest,,0,Veterinary Technician (General) - Intermediate Care Ward
3904366065,-4.3301916,7.664463,180000.0,Mid-Senior level,Full-time,WA,West,,0,ER Veterinarian
3904729360,-3.369267,-1.7440015,47840.0,Entry level,Full-time,WA,West,,0,Dental Assistant
3906257335,4.8619447,-2.2371256,104000.0,Entry level,Part-time,CO,West,,0,Licensed Practical Nurse (LPN) Nights - 13 Week Assignment $50/hr. | Greeley Rehab
3903822700,10.678441,-13.659646,90000.0,Mid-Senior level,Full-time,TX,Southwest,,1,Account Executive
3906089885,-6.4012947,-0.9098987,51000.0,Entry level,Full-time,IL,Midwest,20.0,0,Entry Level Administrative Assistant
