job_id,pca_x,pca_y,salary,experience_level,work_type,state,region,engagement_rate,remote,title
3884435178,0.1666290940692575,-1.2878587334022231,59280.0,Mid-Senior level,Contract,FL,Southeast,,0,Web Editor (Remote)
3884435199,1.7534637772191057,-1.0727866070472352,75000.0,Associate,Full-time,NY,Northeast,11.11111111111111,0,Benefits Coordinator
3884435204,-0.7233193953341279,-0.16845782520936506,52124.8,Associate,Full-time,CT,Northeast,,0,Store Loss Prevention Investigator
3884435216,2.749219190629192,-1.7352401725480173,81120.0,Associate,Full-time,TX,Southwest,9.782608695652174,0,NDT Technician
3884435278,-0.25091207797780607,0.3263821039526948,115000.0,Associate,Full-time,CA,West,,0,Electrical Estimator
3884435287,-1.3839157263819752,-0.8099455870309832,47840.0,Entry level,Full-time,FL,Southeast,,0,Sales Assistant (Full-Time)
3884435307,-0.3561808192861204,0.7883742537248307,75000.0,Mid-Senior level,Full-time,NC,Southeast,,0,Commercial Lines Producer-Small Market
3884435336,0.653841697198381,-0.13024213452723507,119256.8,Mid-Senior level,Contract,TX,Southwest,,0,Cloud Product Manager
3884435384,-0.22246629873924617,-2.4648481511020393,49920.0,Associate,Contract,MN,Midwest,,0,Document Production Specialist | Health Insurance Industry (26550)
3884435756,2.1428870272640723,-1.60379627107794,85596.92,Associate,Full-time,IL,Midwest,15.0,0,Performance Management Analyst
3884435802,4.507948536661361,0.04379849970695646,152625.0,Mid-Senior level,Full-time,WA,West,14.5985401459854,0,Product Manager I
3884435808,0.6173685104336154,1.4568898931026169,115000.0,Mid-Senior level,Full-time,CA,West,,0,Hardware QC Engineer
3884435811,0.5005391134603464,1.1208670681294706,74000.0,Mid-Senior level,Full-time,CA,West,,0,Chief Engineer
3884435813,2.9706327573717566,-1.8537374869530265,61500.0,Associate,Full-time,NY,Northeast,16.94915254237288,0,"Coordinator, Partnership Development"
3884435818,1.661943519197609,0.8718241093570233,230000.0,Executive,Full-time,NY,Northeast,2.564102564102564,0,"VP Agency Partnerships, Indies"
3884435865,0.9087371437390455,-0.5106839951172298,85904.0,Associate,Full-time,WA,West,3.125,0,Production Supervisor - Swing Shift
3884435870,-1.2014687810105698,0.08905232435406553,24000.0,Mid-Senior level,Full-time,IL,Midwest,,0,CNC Maintenance Mechanic
3884435954,3.301974355510016,-1.567598244941232,98800.0,Associate,Full-time,CA,West,44.44444444444444,0,Recruiting Coordinator
3884435957,1.8465008272684733,-1.3397940361120972,98800.0,Mid-Senior level,Contract,CA,West,16.666666666666664,0,Recruiting Coordinator (contract)
3884436021,3.82387009539277,-2.994934518608525,70833.0,Mid-Senior level,Other,NY,Northeast,29.629629629629626,0,Business Analyst
3884436023,2.0358942602112413,1.1930239815508086,125000.0,Mid-Senior level,Full-time,FL,Southeast,4.545454545454546,1,Commercial Sales Manager - SE
3884436024,0.5633166085659268,-0.2859535670468543,102350.0,Mid-Senior level,Other,NY,Northeast,,0,Associate Project Manager Series
3884436034,3.5201113915141065,0.1823140812332119,141440.0,Mid-Senior level,Full-time,CA,West,23.076923076923077,0,Lead Java Fullstack Developer
3884436083,0.38279720087920954,1.2469371865395298,167500.0,Executive,Full-time,CA,West,,0,Chief Executive Officer
3884436168,-0.5259582454601088,-1.4311357306509684,34320.0,Mid-Senior level,Contract,AR,Southeast,,0,Facilities Representative
3884436183,-0.28862859507162075,-0.12161771913024487,70000.0,Associate,Full-time,NY,Northeast,,0,Retirement Benefits Coordinator
3884436192,3.2448934290815465,-1.3759973079010062,55000.0,Mid-Senior level,Full-time,IL,Midwest,23.076923076923077,0,Corporate Receptionist
3884436197,-1.4305092715506984,-0.2890011757372571,58115.2,Entry level,Full-time,NV,West,,0,Business Service Technician
3884436206,1.2181189428914363,0.7115626684563493,115000.0,Mid-Senior level,Full-time,CA,West,4.166666666666666,0,"Project Architect, Mixed-Use"
3884436209,-1.8050694570591703,-0.7601718884799638,39988.0,Entry level,Full-time,FL,Southeast,,0,"Retail, Sales Associate T"
3884436211,-1.0527957941132897,0.15828016810439105,62500.0,Associate,Full-time,NY,Northeast,,0,Events Management Associate 
3884436262,1.64400818127722,1.2434613897342155,90000.0,Mid-Senior level,Full-time,NY,Northeast,10.0,0,Insurance – Senior Claims Advocate - DC12727
3884436566,0.45585780991768154,1.8015369337332572,115000.0,Mid-Senior level,Full-time,CA,West,,0,People Operations Manager
3884436569,-0.6323956318625658,-0.46472609060349085,55120.0,Associate,Full-time,FL,Southeast,,0,Administrative Assistant
3884436765,-1.7002958579619312,-0.5987730731531171,35360.0,Entry level,Full-time,CA,West,,0,Sales Representative
3884436794,-0.7894591867174217,0.9428386430005178,70000.0,Mid-Senior level,Full-time,GA,Southeast,,0,EXPAT Payroll Support Specialist (Bilingual Korean)
3884436836,-0.020245606833925928,-0.7314461272837776,111280.0,Entry level,Full-time,NC,Southeast,9.090909090909092,0,Rotary Assembler - 1st Shift
3884436886,-1.116784140273981,-0.49818207964953737,37760.0,Associate,Full-time,TX,Southwest,,0,Spanish Speaking Bilingual Entry Level Insurance Sales (2966)
3884436917,4.096943120895516,0.18539107341499045,107500.0,Mid-Senior level,Full-time,NY,Northeast,22.5,0,Senior Risk Analytics Associate
3884436938,-0.1068283206899972,0.8344238318200333,75000.0,Associate,Full-time,NY,Northeast,,0,Senior Internal Wholesaler
3884437017,-0.7163088996046737,0.27361945218665085,32150.0,Mid-Senior level,Full-time,TX,Southwest,,0,"Assistant Claims Examiner (Onsite Irving, Texas)"
3884437152,4.66702076320978,-0.2499580284110108,120000.0,Mid-Senior level,Full-time,CA,West,15.028901734104046,0,People Operations Manager
3884437155,1.6746761192134894,-3.5626960196033473,67600.0,Entry level,Contract,TX,Southwest,8.333333333333332,0,"System Administrator, Level 2 Support"
3884437228,0.44806360616234664,0.9013178204112149,121081.38,Executive,Full-time,NJ,Northeast,,0,Court Executive 2B
3884437331,0.23517855467560322,-1.537532984779812,37138.4,Entry level,Full-time,NJ,Northeast,13.333333333333334,0,Patient Representative
3884437415,2.431376343437594,-0.3825225280869471,140000.0,Associate,Full-time,CA,West,7.6923076923076925,0,Staff Test Engineer
3884437418,0.3780781718498859,-1.8876189142444868,42640.0,Entry level,Full-time,MI,Midwest,12.5,0,Warehouse Associate
3884437441,-1.4728583972652778,-0.07872596125814754,71801.59999999999,Entry level,Full-time,CO,West,,0,Service Technician (Denver Metro Area)
3884437613,-0.12799186332472065,2.130896859278015,120000.0,Mid-Senior level,Full-time,CA,West,,0,Retail Property Manager
3884437692,2.2606215434059345,-1.7817269877240607,78000.0,Mid-Senior level,Contract,MD,Northeast,8.0,0,Clinical Advisor
3884437706,2.7318995471691947,-1.3945779624529862,90000.0,Associate,Full-time,NY,Northeast,19.35483870967742,0,Partnership Staff Accountant
3884437718,1.4148977507195433,0.07574948821220213,225000.0,Associate,Full-time,MA,Northeast,5.555555555555555,0,General Dentist
3884437737,-1.3941585160707815,-0.5950459921489721,42120.0,Entry level,Full-time,WA,West,,0,Packaging Operator
3884437806,0.7496607849064352,1.5709798063723326,168500.0,Mid-Senior level,Full-time,WI,Midwest,,0,"HIT Marketing, Sr Manager"
3884437819,2.789162395251883,-1.7733135592390277,117700.0,Entry level,Full-time,PA,Northeast,30.76923076923077,0,Technical Scrum Master
3884437833,5.333049753801085,-1.2556437710349362,118560.0,Mid-Senior level,Full-time,FL,Southeast,17.741935483870968,1,HRIS Analyst | Remote
3884437917,1.2922470251483,-1.6651870385667171,60000.0,Entry level,Full-time,CA,West,14.285714285714285,0,Technical Analyst
3884438082,3.768506369106113,-0.3000463264836972,152401.0,Mid-Senior level,Full-time,CO,West,25.71428571428571,0,Sr. Product Manger
3884438195,1.7695853969474136,-1.1106918999069932,72500.0,Associate,Full-time,MA,Northeast,13.043478260869565,0,Information Technology Technician
3884438226,0.6541432333137255,-1.686636387350552,105040.0,Associate,Contract,VA,Southeast,,0,Electrical Design Engineer
3884438330,2.718070031079673,1.035479523757766,175750.0,Mid-Senior level,Full-time,NY,Northeast,11.538461538461538,0,Staff Technical Program Manager
3884438359,1.2612888322946259,1.1481246381789467,86500.0,Mid-Senior level,Full-time,CA,West,6.25,0,Environmental Project Manager
3884438391,2.2500167013065675,-3.5862298720740133,67600.0,Entry level,Contract,CA,West,17.647058823529413,0,Research Associate
3884438402,-0.38471905717099747,0.5411428168349223,110000.0,Associate,Full-time,AZ,Southwest,,0,Equipment Engineer
3884438406,6.323847772028481,-4.642491401424372,109200.0,Associate,Contract,OH,Midwest,30.337078651685395,1,Business System Analyst IT Applications -merchandise planning
3884438476,5.47427615470479,-1.5235265687091457,99840.0,Mid-Senior level,Full-time,CA,West,37.11340206185567,0,Recruitment Coordinator
3884438493,0.7047930211488751,-1.643527014310657,56000.0,Entry level,Full-time,TX,Southwest,4.838709677419355,0,Sports Minded Sales Representative
3884438526,3.7660824988301695,-0.6010226643378648,115510.0,Mid-Senior level,Full-time,CA,West,22.58064516129032,0,Business Analyst III
3884438527,-1.0130430166743205,-0.3430088741719965,69056.0,Entry level,Full-time,CA,West,,0,Transitional Care Services Community Health Worker II
3884438609,0.2389430152349312,1.2166762124862591,117500.0,Mid-Senior level,Full-time,WA,West,,0,Professional Land Surveyor (PLS)
3884438770,0.6040953228980418,1.6318862709304407,106000.0,Mid-Senior level,Full-time,MD,Northeast,,0,Customer Marketing Manager (Hybrid/Columbia MD
3884438792,0.691735627972522,1.491176139807751,110000.0,Mid-Senior level,Full-time,WI,Midwest,,0,Senior Technical Sourcing Specialist
3884438814,3.218094530792395,0.5896746857648307,189000.0,Mid-Senior level,Full-time,CA,West,20.0,1,Client Relationship Executive
3884438824,3.0435558100256257,-5.3914279164971495,60320.0,Internship,Internship,VA,Southeast,20.0,0,Learning and Development Intern
3884438827,0.5187810851946951,1.4510805087380534,197000.0,Entry level,Full-time,WI,Midwest,,0,Experience Product Manager Associate Director
3884439160,0.16843691414978332,-3.21253987780761,52000.0,Entry level,Contract,WI,Midwest,11.11111111111111,0,Lending Specialist
3884439191,3.944878706858353,-1.2387099346412356,160160.0,Mid-Senior level,Contract,CA,West,20.833333333333336,0,Product Manager
3884439201,1.893039365813989,-2.263038234969604,54080.0,Entry level,Full-time,OK,Southwest,13.698630136986301,0,Administrative Assistant
3884439216,3.106702589488159,-2.181001196741534,59020.0,Internship,Full-time,CA,West,20.930232558139537,0,"Process Engineer Intern - Carlsbad, CA"
3884439249,-1.365542130180855,-0.24315584939639792,102086.4,Entry level,Full-time,KS,Midwest,,0,Lineman -Journeyman
3884439266,-1.4968223733703987,-0.6792069191865873,37138.4,Entry level,Full-time,NJ,Northeast,,0,Patient Representative
3884439306,2.309367262379234,-0.6970505803602474,156000.0,Associate,Full-time,NY,Northeast,2.941176470588235,0,Counsel
3884439345,5.9691345560344145,-1.711354193521417,157040.0,Mid-Senior level,Contract,WA,West,16.091954022988507,0,"Software Engineer for global computer software company in Redmond, WA."
3884439351,-1.5215059484638425,-0.2748722207094228,56118.4,Entry level,Full-time,WA,West,,0,Warehouse Coordinator
3884439358,2.2023723650877827,-0.6734913064998378,95000.0,Associate,Full-time,GA,Southeast,10.526315789473683,0,"Procurement Category Manager, IT"
3884439373,1.3380199263130335,1.0393071446940783,80000.0,Mid-Senior level,Full-time,CO,West,3.4482758620689653,0,Customer Service Manager
3884439374,2.805952774400536,-2.3412203997133836,63013.600000000006,Entry level,Full-time,NY,Northeast,21.333333333333336,0,People Services Coordinator
3884439425,1.2734611040767152,-1.616392558096233,49000.0,Associate,Full-time,WI,Midwest,13.043478260869565,0,Payroll Specialist 
3884439562,1.2412167627697475,-1.8928040322576363,42500.0,Entry level,Full-time,NV,West,20.0,0,Customer Service Representative
3884439564,-0.18594175333303228,1.252689875429538,62500.0,Mid-Senior level,Full-time,TN,Southeast,,0,Territory Sales Manager - Memphis
3884439588,1.0476018307877075,-4.780456626514088,39520.0,Internship,Internship,FL,Southeast,5.128205128205128,0,"Intern, Clinical Research (Operations)"
3884439612,-0.18875473003122323,-0.9391217402189261,56000.0,Entry level,Full-time,CA,West,3.8461538461538463,0,Brand Ambassador
3884439718,0.15831474538850016,-1.0291024134145605,99184.5,Entry level,Full-time,OH,Midwest,,0,Application Developer Supervisor - HYBRID
3884439749,-1.1366289776857683,-0.427888717624482,58620.0,Entry level,Full-time,CA,West,,0,DISABILITY INSURANCE PROGRAM REPRESENTATIVE
3884439807,-0.02809043697722124,1.4434124936676995,130449.5,Mid-Senior level,Full-time,CA,West,,0,"Infrastructure Architect - Modesto, CA"
3884439884,5.7150667732288865,-4.097072528158332,135200.0,Associate,Contract,WA,West,26.5625,0,React Native developer
