job_id,tsne_x,tsne_y,salary,experience_level,work_type,state,region,engagement_rate,remote,title
3904959924,-41.378098,-7.1705675,62400.0,Entry level,Full-time,NY,Northeast,,0,LPN - Nurse Residency Program
3895807904,-7.1991377,21.899008,164062.5,Mid-Senior level,Full-time,MN,Midwest,,0,"Field Director, Therapeutic Education Leadership - West, Rare Blood Disorders (WA, OR, WY, UT, NV, CA, AZ, ND, SD, MN, CO, MO, OH, TN, KY, WI, MI)"
3902878449,58.48936,-29.369837,150800.0,Mid-Senior level,Contract,WA,West,,0,Finance Manager
3902864998,28.680172,84.112854,38667.2,Mid-Senior level,Full-time,UT,West,,0,Retail Assistant Store Manager (Full Time) - Orem
3904942609,-19.697756,20.616135,119500.0,Mid-Senior level,Full-time,NC,Southeast,,1,"Lead Probabilistic Risk and Reliability Engineer (Remote Eligible, U.S.)"
3895488769,-19.643517,58.171253,126880.0,Mid-Senior level,Full-time,GA,Southeast,,0,Agency - Registered Nurse - Perinatal
3884834369,-81.17024,28.057219,69680.0,Entry level,Full-time,WA,West,,0,LPN Dispensing Nurse - Corrections
3903874105,-26.380238,-29.116446,73486.035,Entry level,Full-time,GA,Southeast,,0,"Public Works Manager, Sr. (SWS)"
3895827910,-85.09989,-42.82244,38480.0,Entry level,Full-time,WI,Midwest,,0,Veterinary Assistant
3905332967,-7.553439,-47.553593,30160.0,Entry level,Full-time,AZ,Southwest,,0,Customer Service Associate
3901954512,-24.894245,36.38045,155000.0,Director,Full-time,GA,Southeast,,0,Concrete Project Executive
3898160182,-44.81058,2.942534,110000.0,Entry level,Full-time,NY,Northeast,,0,Psychologist
3894212351,-4.7742853,1.2180291,100000.0,Entry level,Full-time,FL,Southeast,,0,SQL Server Database Engineer
3887102725,0.8457481,-36.61548,40040.0,Entry level,Full-time,TX,Southwest,18.181818181818183,0,Customer Service Representative
3904710106,-45.526077,37.716248,110000.0,Mid-Senior level,Full-time,IL,Midwest,,0,"Safety Manager - NRE Solar (Palatine, IL)"
3902352099,44.067455,-31.68376,150800.0,Mid-Senior level,Contract,MA,Northeast,,0,Principle Quality Engineer 
3902359200,-7.1133547,0.36862075,37440.0,Entry level,Contract,VA,Southeast,,0,Data Entry Clerk
3884835231,29.152899,-12.444981,77500.0,Mid-Senior level,Full-time,NC,Southeast,16.666666666666664,1,Remote Utilization Management Nurse
3903894181,-35.435757,19.41989,180000.0,Executive,Full-time,WI,Midwest,,0,VP of Information Systems
3905850202,-1.776196,-29.684574,80000.0,Entry level,Full-time,TX,Southwest,,0,Electrical Design Engineer
3905625061,-26.373987,59.16224,70772.0,Mid-Senior level,Full-time,AL,Southeast,,0,Travel RN - Med Surg
3901958724,7.027089,62.405724,94411.0,Mid-Senior level,Full-time,MD,Northeast,,0,City Planner II- Department of Planning
3903427672,-34.616596,16.962389,110000.0,Executive,Full-time,CA,West,,0,"VP, Business Development Officer"
3906252937,22.8175,10.334042,109000.0,Mid-Senior level,Full-time,OH,Midwest,,0,Senior OT Systems Engineer
3904711201,-11.073833,-1.1442531,90650.0,Entry level,Full-time,CT,Northeast,,0,"Data Analyst, Marketing"
3884989864,13.089644,31.310287,191800.0,Mid-Senior level,Full-time,WA,West,,0,"Amazon Sr. Security Engineer, Client Device Security"
3903893000,26.714558,-10.489103,62500.0,Entry level,Full-time,DC,Northeast,,1,Contracts Receivable Specialist – 4 Days Remote
3905848820,-17.854141,-57.46668,29390.4,Entry level,Other,NJ,Northeast,,0,03225 Inside Sales
3904724252,-29.43244,37.535995,190000.0,Director,Full-time,NY,Northeast,,0,"Principal Account Executive, Automotive"
3905364770,-20.25614,2.3955722,42640.0,Mid-Senior level,Temporary,NY,Northeast,,0,Store Manager - Spirit
3901948464,14.269563,-68.365234,67500.0,Entry level,Full-time,NY,Northeast,,0,Financial Analyst
3905376178,8.2863245,-62.84917,87500.0,Mid-Senior level,Full-time,CO,West,,0,Financial Reporting Analyst
3906261025,-67.165474,-41.99282,37440.0,Entry level,Full-time,IN,Midwest,,0,Assembler
3905339097,10.702531,-4.95076,142500.0,Associate,Full-time,MN,Midwest,,0,"Manager, Business Human Resources"
3905204747,-92.78994,31.675556,42764.8,Entry level,Full-time,MT,West,,0,Sterile Processing Tech
3895529220,34.057976,37.775833,80000.0,Director,Full-time,NY,Northeast,,0,Supportive Housing Clinical Director
3905295912,-76.64789,9.102653,50292.0,Entry level,Full-time,CA,West,,0,PROGRAM TECHNICIAN II JC-427804
3905262480,70.12659,-30.055967,107120.0,Mid-Senior level,Contract,GA,Southeast,,0,Mammography Technologist
3898167076,-36.36257,21.061684,350000.0,Executive,Full-time,NE,Midwest,8.860759493670885,0,Chief Financial Officer
3901991913,8.589439,-62.855858,76788.0,Mid-Senior level,Full-time,CA,West,,0,Budget Analyst
3891271618,41.107635,51.789047,220000.0,Director,Full-time,CA,West,,0,"Tax Director, Real Estate"
3902937754,-9.640462,-2.7767422,61150.0,Mid-Senior level,Part-time,MD,Northeast,22.0,0,Research Data Analyst
3894662752,54.151787,-35.76686,51376.0,Mid-Senior level,Contract,CA,West,,0,Family Partner $24.70/hr
3898163695,59.258102,38.00613,59000.0,Mid-Senior level,Full-time,ME,Northeast,5.88235294117647,0,Office Manager
3906259619,74.50159,8.59603,70000.0,Associate,Full-time,NY,Northeast,,0,Human Resources Generalist (NY+TX)
3901672470,5.4876056,54.992893,175000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Executive Assistant to President - Asset Management
3888975628,-28.39361,32.75271,55000.0,Director,Full-time,WA,West,,0,Mitigation Crew Chief
3906224869,38.730286,-2.2133026,56600.0,Associate,Full-time,CA,West,,0,Account Manager-Retail SMB
3905319003,39.917038,76.55236,141000.0,Mid-Senior level,Full-time,CA,West,,0,"Partner Manager, Emerging Sales - Los Angeles (Manager, Emerging Sales - WM Connect)"
3903829678,16.398643,17.164963,162500.0,Mid-Senior level,Full-time,VA,Southeast,,0,RMF Engineer
3902872740,11.856788,32.12938,118550.0,Mid-Senior level,Full-time,CA,West,,0,"Mechanical Engineer, Fuel Cell Project Division"
3902842986,-78.98299,-27.940273,72800.0,Entry level,Full-time,OH,Midwest,,0,LPN Licensed Practical Nurse
3885860038,-43.704777,-84.09916,33280.0,Entry level,Part-time,CA,West,,0,Retail Sales Associate
3902860401,39.06512,74.459404,141694.0,Mid-Senior level,Full-time,CA,West,,0,Project Manager Global Training Services
3898165068,-22.893831,-11.4763775,55000.0,Entry level,Full-time,PA,Northeast,10.204081632653061,0,Healthcare Account Executive
3900075033,26.155998,-20.29234,137500.0,Mid-Senior level,Full-time,FL,Southeast,14.545454545454545,1,Syteline Development Manager
3886824700,7.7850466,-0.3256137,55000.0,Associate,Full-time,MN,Midwest,,0,Finance Administrator
3905271958,-53.556786,65.55379,75000.0,Mid-Senior level,Full-time,IL,Midwest,,0,Digital Marketing Specialist
3901683864,79.2061,-9.45157,80000.0,Associate,Full-time,VA,Southeast,13.20754716981132,0,Account Manager
3902359439,29.722815,-40.544575,104000.0,Associate,Contract,TX,Southwest,,0,Technical Trainer
3901941552,5.028877,55.80105,160305.5,Mid-Senior level,Full-time,DC,Northeast,,0,Policy Advisor
3898163583,-79.97209,-24.190466,109200.0,Entry level,Full-time,KS,Midwest,,0,Registered Dental Hygienist
3900069606,43.903824,-58.287884,24960.0,Associate,Contract,NE,Midwest,6.666666666666667,0,Process Associate - Mailroom Specialist 
3901948161,-4.5865393,95.07682,225000.0,Mid-Senior level,Full-time,CA,West,,0,Civil Litigation Attorney
3901944025,-81.71751,-37.220337,53150.0,Entry level,Full-time,WI,Midwest,,0,Mailroom Clerk - Onsite WI
3905867719,-51.246605,-2.9176967,57513.0,Entry level,Full-time,NY,Northeast,,0,Program Aide - 59861
3899533351,-19.829435,-79.7141,120640.0,Mid-Senior level,Part-time,CA,West,3.0303030303030303,0,"Manager, Physician Training "
3903883057,-90.10311,7.9807296,43680.0,Entry level,Full-time,CA,West,,0,Behavior Technician - ST
3902353485,11.375427,-69.74356,60000.0,Mid-Senior level,Full-time,CT,Northeast,,0,Billing Analyst
3902945534,57.203,1.1747084,47840.0,Associate,Part-time,CA,West,0.9101251422070534,0,"Coordinator, Print & Editorial Content"
3901937611,-31.375862,-55.313484,50000.0,Entry level,Full-time,FL,Southeast,,0,Entry-Level Direct Marketing and Communications Events Coordinator
3888960720,-7.803342,-100.9969,32240.0,Entry level,Part-time,NY,Northeast,,0,"Sales Associate / Key Sales / Seasonal Opportunties - Banter by Piercing Pagoda - Walden Galleria - Store 488 - Cheektowaga, NY"
3895546170,-58.873875,59.304653,41600.0,Mid-Senior level,Full-time,MI,Midwest,,0,Banker Connect Representative
3903429245,54.626835,34.463085,135200.0,Mid-Senior level,Full-time,NY,Northeast,35.294117647058826,0,Ecommerce Customer Service & Call Center Manager
3904729300,-14.951627,31.448605,34320.0,Mid-Senior level,Part-time,AZ,Southwest,,0,Lead Sales Associate
3901944299,-85.05201,35.50471,50960.0,Entry level,Full-time,WA,West,,0,Custodian
3905293997,13.43493,-33.174683,42500.0,Associate,Full-time,TX,Southwest,,0,Prescription Associate Program Advocate
3901671548,-25.04962,5.664288,24960.0,Entry level,Temporary,NV,West,,0,Sales Associate
3902745049,41.028004,-44.524628,132080.0,Associate,Contract,CA,West,8.695652173913043,0,Field System Engineer
3900081606,-55.176067,13.655546,72500.0,Entry level,Full-time,CA,West,5.263157894736842,0,Staff Accountant
3888940785,-21.289217,85.177086,67450.0,Mid-Senior level,Full-time,CO,West,,0,Clinic Supervisor
3884827802,58.33855,-51.50919,46800.0,Entry level,Contract,MN,Midwest,,0,Payroll Coordinator
3903846108,-28.402832,-41.753883,61360.0,Entry level,Full-time,AR,Southeast,,0,Auto Technicians - McLarty Nissan of North Little Rock
3887489646,-46.330696,-6.9505973,60320.0,Entry level,Full-time,MD,Northeast,,0,CDL A Local Delivery Truck Driver
3903452033,-39.265152,-15.909473,41600.0,Entry level,Full-time,NY,Northeast,,0,Mixing Operator I - 2nd Shift
3901985268,-50.63905,40.38716,60000.0,Mid-Senior level,Full-time,IL,Midwest,,0,Account Manager Retail
3895598937,-31.489138,-54.127174,50481.6,Entry level,Full-time,GA,Southeast,,0,Maintenance
3903818132,-67.205025,29.124578,150000.0,Entry level,Full-time,OR,West,,0,Sales Representative
3895526582,71.280655,8.229124,63000.0,Associate,Full-time,NJ,Northeast,,0,Middle School ELA Teacher
3901393229,22.025434,-18.91169,93059.2,Associate,Full-time,CA,West,12.5,1,Accountant II-Financial Reporting 
3904925251,-4.5533733,45.328983,29120.0,Mid-Senior level,Full-time,KY,Southeast,,0,AN-Assistant Manager-A00027
3905246822,4.2039814,-57.094547,126500.0,Mid-Senior level,Full-time,NY,Northeast,,0,Senior Internal Control Analyst
3886451455,-53.04077,15.708313,33280.0,Entry level,Full-time,CO,West,14.285714285714285,0,Floor Tech
3900081349,-46.789837,45.276546,100000.0,Mid-Senior level,Full-time,WI,Midwest,15.384615384615385,0,Bilingual HR Manager
3901172447,-62.7743,-40.825035,30160.0,Entry level,Full-time,MO,Midwest,,0,"Restaurant Crewmember - Cook, Cashier, and Customer Service - Part Time"
3888407217,41.274952,49.653973,160000.0,Director,Full-time,CA,West,,0,HR Director
3904096276,6.544217,-19.58211,312500.0,Mid-Senior level,Full-time,NM,Southwest,,0,Associate Plastic Surgeon
3902866748,-50.547222,25.297457,149665.345,Entry level,Full-time,CA,West,,0,Product Manager (Atmospheric Systems / Advanced Packaging)
3902736385,55.372482,-51.141735,83200.0,Entry level,Contract,OH,Midwest,,0,Project Manager (Hybrid)
3884831792,32.053005,50.034187,62500.0,Director,Full-time,FL,Southeast,,0,Diet Tech Registered *Food Services Director Position*
3902864893,45.87637,-4.075188,83200.0,Associate,Full-time,CO,West,,0,Electromechanical Technician
3894208830,-90.1028,7.980369,43680.0,Entry level,Full-time,OR,West,,0,Treatment Coordinator
3886896320,21.452484,-49.32119,119600.0,Mid-Senior level,Contract,MA,Northeast,3.4482758620689653,0,Mac support analyst- hybrid
3901180033,-22.683752,-11.465674,50000.0,Entry level,Full-time,DC,Northeast,11.11111111111111,0,Bilingual Research Assistant – Mandarin Chinese Fluency
3905296526,-52.38053,39.688545,44720.0,Mid-Senior level,Full-time,MO,Midwest,,0,Store Manager-In Training
3887988923,-4.809345,-63.710293,25740.0,Entry level,Part-time,MN,Midwest,,0,Selling Associate - Apache Mall
3904708193,-48.79114,-87.49413,37440.0,Entry level,Part-time,CA,West,,0,School Behavior Technician
3891072477,63.61147,-26.915758,119600.0,Mid-Senior level,Contract,NC,Southeast,,0,Senior Information Technology Project Manager
3889476960,20.759394,-8.181876,108299.86,Entry level,Full-time,GA,Southeast,,1,Cloud Computing systems Engineer
3903877547,-6.343376,86.17133,130000.0,Mid-Senior level,Full-time,CA,West,,0,PRN Radiation Therapist
3898167158,22.264114,26.232515,120000.0,Mid-Senior level,Full-time,MD,Northeast,5.88235294117647,0,Facilities Engineer
3894926107,-57.342236,-3.9061005,45500.0,Entry level,Full-time,MA,Northeast,,0,Accounts Payable Clerk
3888409562,28.158577,-16.110779,165000.0,Mid-Senior level,Full-time,CA,West,,1,Tax Manager - C-Corp specialist
3902747524,-27.781929,39.675217,175000.0,Director,Full-time,RI,Northeast,8.98876404494382,0,General Manager
3900072348,-49.44568,41.047688,71500.0,Mid-Senior level,Full-time,IN,Midwest,,0,Operations Manager
3904985767,2.1265752,-24.95852,75000.0,Entry level,Full-time,TX,Southwest,21.052631578947366,0,Systems Engineer
3904936533,-90.28233,6.65087,42640.0,Entry level,Full-time,OR,West,,0,Route Service Driver
3899535649,-71.23599,-24.62842,61500.0,Entry level,Full-time,IL,Midwest,,0,Maintenance Technician
3891261964,-38.538944,-51.882782,38480.0,Entry level,Full-time,FL,Southeast,,0,Heavy Assembler
3894205067,-39.541447,-51.64747,36400.0,Entry level,Full-time,FL,Southeast,,0,Full-time Nabisco Merchandiser/Order Writer
3895803986,39.98631,52.339104,336125.0,Director,Full-time,CA,West,,0,Director of Business Operations
3903811108,102.52693,15.5883255,185000.0,Entry level,Full-time,OH,Midwest,,1,Data Scientist II
3889498948,12.009283,-33.428925,65000.0,Associate,Full-time,TX,Southwest,,0,CAD Technician
3900076186,64.32769,41.719517,125000.0,Mid-Senior level,Full-time,PA,Northeast,,0,Structural Department Manager
3887909397,-79.82436,1.026627,36608.0,Entry level,Full-time,CA,West,,0,Bartender
3901939643,5.8367505,60.07788,117568.0,Mid-Senior level,Full-time,NY,Northeast,,0,"Registered Nurse, Home Care - Brooklyn, NY - R010584"
3884439718,98.689926,-7.7699447,99184.5,Entry level,Full-time,OH,Midwest,,0,Application Developer Supervisor - HYBRID
3894857627,-13.870613,15.811448,51126.399999999994,Mid-Senior level,Full-time,CA,West,,0,Aerie - Merchandising Team Leader (Assistant Manager) - US
3901949352,-10.486256,-39.739807,65000.0,Entry level,Full-time,TX,Southwest,,0,Maintenance Project Coordinator 
3888820770,44.88759,-21.966253,68640.0,Mid-Senior level,Contract,PA,Northeast,,0,Service Technician
3904967610,-21.838291,-84.475655,41600.0,Mid-Senior level,Part-time,CO,West,,0,Sales Consultant - Part Time
3903812926,-66.723206,28.093506,150000.0,Entry level,Full-time,NV,West,,0,Sales Representative
3906247438,-43.940845,40.423504,160550.0,Mid-Senior level,Full-time,IL,Midwest,,0,Manager FIN (Finish It Now) Maintenance
3900078455,-0.33895525,-36.596466,67500.0,Entry level,Full-time,TX,Southwest,7.6923076923076925,0,Sales Development Representative - Houston
3891086841,66.12229,45.99779,101237.5,Mid-Senior level,Full-time,NY,Northeast,,0,Clinical Outreach Relationship Manager
3903896419,-29.681328,85.68598,24588.0,Mid-Senior level,Full-time,CA,West,,0,MRI Travel MRI Technologist - Job Id: JO03721397
3902304084,20.418188,4.2254043,85500.0,Mid-Senior level,Full-time,MN,Midwest,,0,"Senior Technologist - Exploratory and Innovation,"
3900974975,23.934122,-50.65608,84240.0,Mid-Senior level,Contract,MN,Midwest,,0,Business System Analyst 
3886463344,20.0037,45.71059,154960.0,Mid-Senior level,Contract,CA,West,,0,Interim Deputy Director
3895869163,40.693005,51.50795,226500.0,Director,Full-time,CA,West,,0,"Director, HR Business Partner"
3885843705,39.25847,20.241087,176384.0,Mid-Senior level,Full-time,CA,West,14.285714285714285,0,"Senior Manager, Technical Support Services - IS Infrastructure - Full Time 8 Hour Days (Exempt) (Non-Union)"
3894616548,-74.31035,2.8819802,41600.0,Entry level,Full-time,WA,West,,0,Personal Account Representative - Float - Hadlock Branch
3901936740,21.763294,47.33191,132000.0,Mid-Senior level,Full-time,CA,West,,0,"Associate Creative Director, Copywriter"
3901994290,-35.501163,16.898752,350000.0,Executive,Full-time,CA,West,,0,"Vice President, Safety"
3890899976,8.888516,1.5689921,75000.0,Associate,Full-time,IL,Midwest,,0,Audit Associate
3900948239,28.113462,67.08312,85500.0,Mid-Senior level,Full-time,WA,West,20.0,0,Associate Brand Manager
3904953518,21.69231,4.1462493,155000.0,Mid-Senior level,Full-time,IL,Midwest,,0,"Senior Estate Planning Attorney (5+ years) - Chicago, IL"
3902735826,12.232271,44.13293,47840.0,Mid-Senior level,Full-time,NY,Northeast,28.37837837837838,0,CLIENT ADVISOR - NEW YORK CITY
3901941541,4.171787,26.519754,56850.0,Entry level,Full-time,UT,West,,0,Associate Field Engineer NI Academy
3894894163,33.389187,-57.858074,117520.0,Associate,Contract,MA,Northeast,,0,Registered Nurse
3902843957,28.006987,-16.233992,97500.0,Mid-Senior level,Full-time,CA,West,,1,"Manager - Business Development - Sales (Located Virtual in CA - Sacramento, North Bay & Vacaville)"
3906254256,46.00901,26.658699,181500.0,Mid-Senior level,Full-time,NY,Northeast,,0,"Senior Manager, Sales Learning Design and Development"
3898158449,15.520829,18.166113,79040.0,Mid-Senior level,Full-time,GA,Southeast,,0,Technical Sales Support Engineer
3884431822,27.892132,-16.527258,75000.0,Mid-Senior level,Full-time,OR,West,,1,Commercial Lines Account Manager - Workers' Compensation
3902912669,-73.04733,-38.34782,45572.8,Entry level,Full-time,IL,Midwest,,0,Veterinary Technician (General) - Intermediate Care Ward
3904366065,-3.4025602,92.14731,180000.0,Mid-Senior level,Full-time,WA,West,,0,ER Veterinarian
3904729360,-88.43123,11.817613,47840.0,Entry level,Full-time,WA,West,,0,Dental Assistant
3906257335,-52.512455,-77.45009,104000.0,Entry level,Part-time,CO,West,,0,Licensed Practical Nurse (LPN) Nights - 13 Week Assignment $50/hr. | Greeley Rehab
3903822700,15.423606,-21.63904,90000.0,Mid-Senior level,Full-time,TX,Southwest,,1,Account Executive
3906089885,-67.276245,-21.363272,51000.0,Entry level,Full-time,IL,Midwest,20.0,0,Entry Level Administrative Assistant
3899541579,2.0009565,-84.07851,114400.0,Mid-Senior level,Part-time,TX,Southwest,4.3478260869565215,0,Infusion Nurse Supervisor
